date,Fox_lodging_Helen,Fox_education_Andre,Fox_assembly_Tony,Fox_education_Claire,Fox_education_Ray,Fox_office_Thelma,Fox_office_Karima,Fox_office_Clayton,Fox_education_Yolande,Fox_office_Edythe,Fox_education_Ollie,Fox_assembly_Audrey,Fox_assembly_Sheldon,Fox_lodging_Stephen,Fox_education_Eddy
2017-08-18 17:00:00,426.95,508.19,119.2,71.67,35.17,179.18,112.5,143.09,549.93,136.96,103.41,16.89,131.52,104.5,271.06
2017-08-18 18:00:00,469.25,510.7,122.03,66.11,33.12,159.05,107.47,132.35,528.18,124.93,100.41,16.63,122.36,99.68,280.83
2017-08-18 19:00:00,437.67,473.05,126.99,63.36,37.49,94.54,110.12,132.65,508.9,108.86,101.12,18.43,118.97,95.24,291.73
2017-08-18 20:00:00,446.72,476.29,136.4,64.46,39.48,79.9,112.83,109.67,505.74,103.22,102.87,18.61,99.15,104.1,288.33
2017-08-18 21:00:00,428.45,458.76,131.4,64.44,38.08,77.98,91.09,100.2,494.49,103.45,106.92,18.0,77.8,100.57,299.29
2017-08-18 22:00:00,418.45,469.62,109.12,41.82,38.06,79.02,23.6,102.01,485.2,104.21,87.91,18.67,76.73,99.91,223.62
2017-08-18 23:00:00,409.87,424.84,71.88,32.45,40.84,79.56,22.27,101.2,483.6,101.63,84.68,14.22,78.38,93.2,141.26
2017-08-19 00:00:00,386.45,461.63,50.34,32.35,40.42,78.98,32.33,37.76,479.74,98.14,83.79,11.73,77.08,92.28,147.39
2017-08-19 01:00:00,375.92,428.72,49.66,32.42,42.11,78.87,21.69,32.27,474.91,94.08,83.45,11.22,79.12,83.55,148.6
2017-08-19 02:00:00,363.08,455.91,48.29,32.77,41.04,79.51,21.52,33.04,482.66,92.03,80.16,11.02,74.58,81.69,146.44
2017-08-19 03:00:00,345.07,434.48,47.82,29.57,40.93,78.78,21.7,32.05,476.91,85.78,78.85,11.1,76.71,77.73,143.68
2017-08-19 04:00:00,342.28,409.18,48.51,28.01,44.57,78.1,21.15,32.96,476.02,88.17,79.51,11.09,88.14,76.63,321.17
2017-08-19 05:00:00,337.77,409.53,48.11,27.68,42.62,78.21,21.39,82.76,477.64,90.23,95.34,15.34,92.69,76.49,358.32
2017-08-19 06:00:00,337.35,408.26,72.52,27.64,44.65,72.14,20.26,104.59,487.33,89.74,97.07,16.79,122.06,76.45,335.01
2017-08-19 07:00:00,334.12,398.4,73.42,35.2,41.01,90.9,78.72,91.99,485.16,85.53,97.37,16.62,120.2,73.72,325.43
2017-08-19 08:00:00,320.12,419.45,79.15,36.92,45.86,125.11,106.21,103.61,508.34,93.67,98.17,16.54,123.44,76.22,297.42
2017-08-19 09:00:00,318.1,455.52,102.78,37.02,45.44,136.28,106.33,90.06,516.93,101.03,99.5,16.49,113.02,77.78,278.06
2017-08-19 10:00:00,317.75,436.56,107.28,36.84,41.17,136.96,105.24,106.76,525.46,103.43,97.13,15.87,120.24,79.35,268.01
2017-08-19 11:00:00,343.23,431.76,108.16,37.85,44.23,144.14,105.62,126.97,522.66,106.61,99.45,16.44,124.74,88.97,277.35
2017-08-19 12:00:00,359.07,445.6,109.51,34.17,39.2,141.56,105.7,132.69,513.9,106.78,90.94,16.4,129.2,89.89,278.09
2017-08-19 13:00:00,363.83,448.85,111.13,32.68,40.14,99.87,105.58,137.78,507.36,94.09,100.1,16.46,123.25,97.71,271.13
2017-08-19 14:00:00,374.72,432.07,109.69,37.95,32.2,78.89,105.71,141.63,505.49,90.46,101.83,16.49,128.68,105.36,266.03
2017-08-19 15:00:00,393.4,479.7,109.45,42.7,31.04,84.19,105.08,138.03,510.38,91.15,104.38,16.44,126.78,94.31,264.98
2017-08-19 16:00:00,396.33,490.1,111.17,40.89,27.49,80.64,104.7,135.09,514.95,91.11,103.05,16.37,123.33,98.58,255.7
2017-08-19 17:00:00,414.98,463.64,113.52,35.63,30.2,73.59,42.32,148.98,513.63,91.43,101.26,16.33,119.86,88.84,262.07
2017-08-19 18:00:00,434.48,448.68,112.56,35.18,28.74,72.51,18.85,137.36,501.91,92.31,98.57,16.42,118.64,80.64,274.54
2017-08-19 19:00:00,436.6,432.91,119.25,37.5,33.5,70.77,20.55,119.76,480.23,95.06,100.73,13.7,110.98,96.8,288.98
2017-08-19 20:00:00,435.42,438.89,127.98,38.23,33.57,75.76,21.11,116.67,487.79,95.39,99.54,12.98,110.72,93.12,294.66
2017-08-19 21:00:00,428.98,436.69,97.1,38.47,36.45,75.1,21.21,113.22,483.85,93.53,98.74,13.91,86.39,97.23,298.45
2017-08-19 22:00:00,414.6,452.91,68.21,38.0,32.35,75.82,20.89,111.83,477.95,85.43,82.63,14.47,77.3,97.57,220.53
2017-08-19 23:00:00,412.0,425.54,55.58,38.2,36.75,75.88,21.22,93.87,474.43,85.43,77.18,10.23,64.08,105.35,141.33
2017-08-20 00:00:00,393.57,420.82,48.92,38.47,37.38,74.91,25.38,32.54,482.9,83.29,76.11,8.69,64.97,96.79,147.29
2017-08-20 01:00:00,376.68,408.88,48.68,37.99,37.23,75.31,20.9,32.18,478.8,85.5,75.82,7.43,65.3,86.18,151.8
2017-08-20 02:00:00,348.42,428.72,48.15,38.05,36.72,75.54,20.99,33.84,480.4,84.64,76.28,6.85,61.51,80.46,150.81
2017-08-20 03:00:00,335.13,426.5,48.16,38.08,37.35,75.76,20.6,32.31,477.83,86.19,75.07,7.02,64.1,85.93,144.97
2017-08-20 04:00:00,339.93,450.77,48.21,38.0,37.2,75.33,20.68,32.9,476.67,91.29,75.61,7.06,76.28,79.37,322.93
2017-08-20 05:00:00,344.23,418.3,48.76,38.0,39.7,75.28,20.98,93.91,483.05,92.89,92.49,11.18,79.89,75.01,357.47
2017-08-20 06:00:00,338.55,409.4,44.37,38.41,37.32,71.46,19.02,113.9,481.55,92.66,96.74,12.71,114.33,73.41,346.21
2017-08-20 07:00:00,329.35,410.24,43.76,45.23,36.52,69.65,77.72,101.03,490.44,86.69,97.74,12.45,97.09,69.32,330.77
2017-08-20 08:00:00,333.62,429.37,87.75,46.09,36.94,91.4,105.61,105.87,506.68,86.73,96.98,12.39,99.29,71.36,312.24
2017-08-20 09:00:00,351.48,457.15,111.44,46.1,36.16,91.69,105.54,96.09,494.47,88.89,97.7,12.4,99.31,72.69,313.01
2017-08-20 10:00:00,352.13,469.65,112.27,46.61,42.54,70.39,105.3,103.85,505.83,90.47,98.61,12.43,101.57,75.43,304.47
2017-08-20 11:00:00,352.08,433.61,108.93,46.66,34.27,86.05,105.65,112.45,523.33,97.16,101.13,12.31,106.77,81.87,292.13
2017-08-20 12:00:00,380.37,445.23,111.46,46.88,35.14,85.56,105.49,116.1,517.3,98.25,101.21,12.33,106.99,86.4,282.48
2017-08-20 13:00:00,393.65,452.11,116.81,43.6,35.72,110.43,105.71,129.17,520.44,96.92,102.41,12.12,114.13,96.45,276.28
2017-08-20 14:00:00,403.15,490.58,119.4,36.83,32.77,101.49,106.28,132.9,532.5,98.03,102.76,12.28,122.52,107.31,281.98
2017-08-20 15:00:00,437.37,467.98,119.72,37.42,34.27,73.52,105.51,138.18,516.86,98.09,100.58,12.59,124.96,109.18,280.32
2017-08-20 16:00:00,456.1,474.7,118.26,40.61,30.56,82.54,85.28,147.64,506.3,92.88,99.71,12.84,122.66,96.07,278.31
2017-08-20 17:00:00,502.33,455.08,117.35,35.08,32.55,112.77,18.85,135.74,504.01,91.14,100.3,12.8,120.29,103.35,287.63
2017-08-20 18:00:00,486.42,456.36,118.27,38.01,30.88,81.77,18.62,125.82,502.06,91.53,101.32,12.19,113.57,110.89,296.88
2017-08-20 19:00:00,460.85,426.65,132.37,46.26,35.22,73.72,21.23,135.25,480.39,94.96,96.79,14.03,112.5,102.74,305.83
2017-08-20 20:00:00,483.55,428.51,136.14,43.71,38.5,74.73,21.55,138.01,486.77,94.79,97.45,12.77,111.09,109.95,185.77
2017-08-20 21:00:00,512.02,430.32,108.57,43.24,33.65,75.05,20.94,130.75,483.53,95.36,99.09,13.96,86.82,107.73,144.99
2017-08-20 22:00:00,501.9,432.24,81.39,42.9,35.48,76.24,21.08,110.48,474.04,89.88,81.58,14.47,79.64,112.64,151.17
2017-08-20 23:00:00,459.1,443.56,66.75,43.19,37.88,76.1,20.71,105.17,481.78,87.26,75.87,10.25,76.77,103.0,149.69
2017-08-21 00:00:00,407.63,422.79,73.64,42.41,36.47,74.26,25.27,33.83,495.78,84.49,77.32,7.87,77.53,99.47,149.64
2017-08-21 01:00:00,380.42,433.92,74.12,42.46,41.41,86.74,20.81,34.62,491.04,85.36,76.38,7.0,76.04,82.95,148.57
2017-08-21 02:00:00,362.77,432.39,70.83,42.58,38.19,83.16,20.98,33.93,495.21,86.51,76.16,7.01,75.56,81.94,309.44
2017-08-21 03:00:00,339.13,413.39,71.52,42.8,41.87,72.6,94.72,34.22,489.9,90.16,76.41,7.03,76.19,77.53,352.51
2017-08-21 04:00:00,346.8,420.54,75.83,43.51,38.29,90.62,107.53,33.95,480.7,95.05,77.11,6.98,91.26,76.18,333.18
2017-08-21 05:00:00,353.47,405.16,95.13,52.32,42.95,137.23,108.11,93.82,485.95,102.97,93.4,11.14,96.26,75.87,328.64
2017-08-21 06:00:00,354.2,409.32,109.17,73.09,47.18,149.55,107.77,115.23,505.31,109.35,97.92,12.53,131.6,75.58,327.97
2017-08-21 07:00:00,369.07,421.4,103.63,77.8,44.86,159.9,109.47,104.93,523.42,116.96,103.01,12.27,127.66,75.9,336.43
2017-08-21 08:00:00,356.53,465.67,103.81,86.19,43.49,196.92,115.33,133.18,558.21,142.66,116.82,12.56,127.1,75.97,326.55
2017-08-21 09:00:00,358.22,537.76,105.09,92.79,46.87,206.65,121.77,142.46,590.53,156.7,119.13,16.02,134.48,77.59,304.36
2017-08-21 10:00:00,381.63,526.52,108.93,96.64,48.09,207.0,126.02,142.07,585.0,161.14,129.19,13.54,131.22,78.86,301.54
2017-08-21 11:00:00,354.78,549.9,109.0,100.02,44.9,208.84,124.5,157.47,586.41,163.85,135.05,12.63,137.67,84.23,304.06
2017-08-21 12:00:00,325.63,559.66,110.72,99.23,45.12,212.08,126.85,152.94,573.72,168.3,135.16,12.32,139.97,83.92,305.77
2017-08-21 13:00:00,333.28,556.01,113.82,96.49,41.55,211.89,128.63,162.12,572.52,171.41,127.24,12.34,139.97,95.16,297.11
2017-08-21 14:00:00,378.22,577.37,112.27,94.95,40.61,210.65,129.77,176.17,575.69,165.78,126.58,12.46,145.45,80.88,294.81
2017-08-21 15:00:00,368.38,528.03,113.29,95.73,45.43,202.83,127.95,170.23,555.6,166.83,126.02,15.75,139.33,85.74,286.8
2017-08-21 16:00:00,410.83,535.27,113.7,84.49,40.58,201.69,124.48,171.53,563.0,164.4,122.53,14.44,140.44,92.03,284.24
2017-08-21 17:00:00,444.13,530.76,116.31,73.71,39.93,180.61,118.2,157.39,538.5,148.54,115.45,14.01,135.68,88.93,294.84
2017-08-21 18:00:00,472.3,497.42,115.0,63.76,41.76,162.39,113.3,155.7,519.86,149.54,114.17,15.66,127.04,97.27,312.51
2017-08-21 19:00:00,467.2,482.46,124.19,52.68,32.82,101.53,114.3,141.24,505.55,140.86,110.83,13.36,125.12,92.08,323.47
2017-08-21 20:00:00,470.67,482.21,128.4,50.38,31.05,81.81,115.73,131.32,497.99,126.59,106.61,13.11,96.58,106.23,326.94
2017-08-21 21:00:00,490.48,464.14,131.18,45.69,32.06,81.53,95.88,139.97,485.7,114.39,108.35,14.22,77.57,112.97,329.11
2017-08-21 22:00:00,507.1,449.09,103.34,44.17,27.0,83.93,25.38,120.23,475.41,103.76,89.36,14.55,72.44,113.53,247.49
2017-08-21 23:00:00,475.35,437.58,61.33,43.8,26.46,82.0,23.7,114.31,473.28,97.28,82.41,10.3,64.47,119.15,146.81
2017-08-22 00:00:00,410.63,437.0,67.38,44.05,29.33,80.97,23.36,35.65,476.81,95.93,82.15,7.22,62.57,94.1,145.7
2017-08-22 01:00:00,369.52,441.35,66.35,44.34,31.36,82.7,23.32,35.11,475.0,93.81,89.09,7.07,61.82,87.6,150.99
2017-08-22 02:00:00,348.07,448.98,64.09,45.07,30.23,81.07,22.74,35.53,478.56,91.44,86.64,7.14,63.28,80.56,312.37
2017-08-22 03:00:00,339.07,415.73,63.33,43.53,36.32,80.83,22.6,34.94,474.27,93.34,78.84,7.02,63.79,76.25,346.49
2017-08-22 04:00:00,335.68,448.8,65.22,42.21,34.74,82.38,22.3,34.04,474.9,95.83,79.13,7.05,76.2,75.58,339.97
2017-08-22 05:00:00,337.18,430.56,83.16,49.0,39.71,131.66,22.35,91.68,474.97,101.56,96.02,11.12,84.31,75.62,337.33
2017-08-22 06:00:00,339.03,449.04,88.91,74.14,39.3,157.08,82.11,109.58,490.93,108.9,98.55,12.58,117.88,76.07,339.48
2017-08-22 07:00:00,344.0,422.91,83.25,81.76,37.6,164.49,109.34,95.01,518.21,114.22,106.77,13.64,112.19,73.59,339.2
2017-08-22 08:00:00,356.98,460.47,84.04,91.35,41.76,197.29,115.09,139.06,563.73,147.69,111.44,15.38,114.69,74.78,321.88
2017-08-22 09:00:00,324.47,507.37,86.77,99.52,39.45,206.37,125.01,132.74,581.88,164.03,119.87,15.36,125.18,78.62,296.13
2017-08-22 10:00:00,302.5,559.71,91.13,99.03,36.94,208.03,124.64,157.37,583.96,169.84,132.58,12.47,135.28,91.34,292.52
2017-08-22 11:00:00,325.95,544.31,91.96,101.81,38.8,208.97,125.44,156.8,598.79,174.16,140.29,12.27,145.41,90.55,293.7
2017-08-22 12:00:00,315.57,568.6,93.09,103.61,37.2,214.79,125.33,166.53,578.8,179.53,138.8,12.25,144.39,94.61,287.99
2017-08-22 13:00:00,325.52,537.24,93.41,105.31,39.66,211.5,125.89,185.24,566.84,184.62,141.54,11.98,151.23,92.84,279.91
2017-08-22 14:00:00,338.03,564.24,93.16,100.11,42.47,206.64,125.26,174.18,585.9,179.84,137.76,12.22,147.99,91.31,288.9
2017-08-22 15:00:00,378.02,586.24,98.65,98.37,41.89,207.45,122.88,181.42,574.33,181.12,135.61,13.45,146.36,87.7,289.11
2017-08-22 16:00:00,418.37,551.3,103.35,88.52,43.95,200.23,121.15,182.46,569.16,166.98,140.43,15.93,146.23,83.96,275.42
2017-08-22 17:00:00,452.8,511.17,104.9,77.99,40.67,180.61,116.16,176.66,573.93,149.1,134.09,12.39,144.5,97.67,272.78
2017-08-22 18:00:00,447.3,524.72,109.11,66.66,35.04,159.34,111.47,160.8,535.7,145.78,136.27,12.67,141.01,100.54,285.1
2017-08-22 19:00:00,432.88,503.44,116.5,57.23,33.65,100.57,113.04,158.03,503.05,140.03,128.98,13.89,127.86,104.0,301.41
2017-08-22 20:00:00,450.35,520.7,129.4,54.15,31.94,82.96,114.21,131.31,492.79,134.42,116.63,13.68,104.0,106.66,308.48
2017-08-22 21:00:00,454.85,471.97,129.12,49.05,30.53,81.19,91.63,146.52,484.21,105.73,112.78,14.51,78.79,111.98,318.12
2017-08-22 22:00:00,450.72,447.81,108.01,48.51,28.84,80.1,23.02,130.84,474.54,98.13,88.3,14.42,79.11,116.13,229.79
2017-08-22 23:00:00,423.78,428.29,69.75,46.73,29.3,79.7,23.16,111.01,468.42,96.11,82.66,10.3,70.64,110.61,147.3
2017-08-23 00:00:00,388.02,421.91,64.77,47.05,29.68,78.99,25.09,34.85,474.98,93.27,81.71,7.17,69.09,104.84,147.25
2017-08-23 01:00:00,360.38,457.8,65.82,47.97,31.83,78.62,23.48,37.49,470.93,94.86,81.03,6.89,69.59,84.69,149.11
2017-08-23 02:00:00,340.68,436.03,63.8,50.37,30.86,79.2,24.55,35.05,474.81,94.28,82.12,7.4,69.24,79.38,287.98
2017-08-23 03:00:00,329.0,438.3,63.5,44.25,31.03,78.81,23.82,34.53,474.34,93.69,82.31,7.13,69.17,77.74,317.17
2017-08-23 04:00:00,328.92,456.38,64.89,42.72,34.88,81.73,22.08,35.35,471.03,96.8,82.94,7.16,88.42,75.65,305.58
2017-08-23 05:00:00,333.3,431.36,85.3,49.64,30.19,131.22,21.93,98.5,465.39,99.97,101.2,11.31,86.89,74.79,300.91
2017-08-23 06:00:00,333.68,418.97,102.39,71.18,35.48,155.82,80.78,122.53,482.82,107.77,104.15,12.64,132.14,74.91,308.05
2017-08-23 07:00:00,346.07,455.52,99.24,76.14,38.2,162.66,108.7,114.33,514.56,116.48,109.66,14.09,131.37,72.73,311.95
2017-08-23 08:00:00,343.83,491.46,98.8,87.86,44.77,195.85,113.88,132.82,583.08,147.38,122.15,16.16,130.16,77.09,305.11
2017-08-23 09:00:00,332.65,519.57,101.61,93.86,41.27,205.89,120.24,148.85,609.15,157.55,135.39,15.88,141.59,75.83,284.19
2017-08-23 10:00:00,317.53,557.84,103.54,101.09,44.69,212.86,125.47,149.58,625.83,168.69,145.51,16.18,144.15,79.54,279.31
2017-08-23 11:00:00,324.63,551.45,105.15,101.99,41.26,210.15,127.63,164.88,607.14,170.72,148.33,16.25,144.83,89.83,278.23
2017-08-23 12:00:00,335.03,556.84,105.57,102.62,40.33,212.24,127.51,178.92,596.9,166.93,146.26,15.35,150.83,92.79,279.75
2017-08-23 13:00:00,343.13,560.7,106.65,102.93,41.18,210.15,126.27,174.17,581.67,171.35,137.99,15.53,152.55,98.76,269.02
2017-08-23 14:00:00,367.83,580.82,108.54,99.67,40.36,211.12,129.96,182.97,600.55,168.25,130.71,16.19,153.3,97.74,258.21
2017-08-23 15:00:00,386.65,538.12,111.23,96.35,38.67,205.88,128.04,178.74,567.52,168.37,136.23,16.22,157.27,89.81,262.59
2017-08-23 16:00:00,431.27,555.25,108.91,88.15,39.42,205.88,125.81,178.4,578.68,169.66,129.53,15.64,143.68,88.43,260.49
2017-08-23 17:00:00,430.58,532.02,109.27,79.7,36.26,182.87,120.69,162.69,546.36,162.78,125.02,11.81,128.57,100.54,267.74
2017-08-23 18:00:00,432.3,545.04,110.37,72.75,31.9,168.41,115.53,150.74,547.16,151.92,121.4,12.62,130.06,86.9,277.42
2017-08-23 19:00:00,427.47,505.46,114.24,69.28,31.26,107.45,114.32,149.5,519.23,143.15,123.12,12.69,122.15,109.53,285.41
2017-08-23 20:00:00,467.33,491.68,119.57,64.96,29.09,84.34,117.08,137.97,512.38,135.99,111.39,12.74,93.3,101.4,300.66
2017-08-23 21:00:00,512.1,460.74,114.3,59.68,32.53,82.9,91.98,153.3,489.48,124.61,109.79,13.41,70.35,107.03,304.3
2017-08-23 22:00:00,490.17,443.65,98.47,50.14,28.69,80.88,23.96,129.46,472.75,108.17,91.45,14.55,69.44,104.91,225.81
2017-08-23 23:00:00,440.27,463.16,70.41,42.88,35.4,82.14,22.89,114.76,472.15,94.71,81.75,10.47,69.01,103.03,145.1
2017-08-24 00:00:00,400.37,437.78,65.73,42.82,31.74,81.3,22.46,36.9,471.54,98.34,84.0,8.97,69.88,104.54,145.36
2017-08-24 01:00:00,361.2,419.36,65.07,50.25,33.37,81.49,22.4,39.34,475.67,94.47,82.72,8.27,68.49,94.49,148.75
2017-08-24 02:00:00,339.15,434.01,63.83,52.52,32.61,81.34,22.29,33.37,478.35,89.95,82.75,7.46,70.17,79.29,307.04
2017-08-24 03:00:00,321.55,434.49,62.6,45.0,36.81,79.25,22.23,33.9,475.1,90.22,80.26,6.91,68.75,77.47,338.93
2017-08-24 04:00:00,322.0,419.27,65.96,41.15,34.5,81.81,22.03,33.19,472.73,97.08,80.9,6.78,89.89,74.97,328.4
2017-08-24 05:00:00,327.72,412.66,84.93,49.18,35.86,131.58,21.47,100.07,473.82,103.34,98.78,10.91,92.46,74.21,328.86
2017-08-24 06:00:00,337.22,442.11,96.3,72.99,36.2,155.41,80.44,121.73,492.24,108.83,102.8,12.25,129.96,74.88,327.65
2017-08-24 07:00:00,334.13,456.84,96.29,80.76,43.94,160.5,109.36,110.93,508.48,117.19,111.23,12.06,122.83,72.33,326.72
2017-08-24 08:00:00,346.9,465.46,94.8,91.26,42.52,197.56,116.37,126.43,545.98,141.21,126.81,11.97,126.24,71.88,321.76
2017-08-24 09:00:00,321.47,519.44,97.56,100.82,46.31,210.44,123.5,144.42,575.12,159.19,133.34,12.07,133.65,74.17,293.36
2017-08-24 10:00:00,313.42,531.91,100.61,102.75,45.24,211.59,124.79,149.6,602.55,166.74,141.31,12.02,141.21,84.35,296.31
2017-08-24 11:00:00,308.27,527.97,104.69,104.26,44.28,216.31,124.43,155.59,595.95,174.35,144.84,12.09,138.75,85.97,302.69
2017-08-24 12:00:00,325.08,552.84,104.93,103.93,41.78,210.57,127.91,178.08,616.58,178.6,143.06,12.41,142.28,84.39,305.73
2017-08-24 13:00:00,324.62,520.1,106.22,101.87,45.35,209.2,129.06,172.25,589.1,179.68,148.66,12.07,148.99,90.88,293.08
2017-08-24 14:00:00,324.42,525.51,107.64,98.69,41.67,207.4,127.02,176.93,579.97,172.96,149.91,12.17,147.01,82.7,304.44
2017-08-24 15:00:00,352.7,525.31,116.97,96.69,35.38,209.11,124.84,180.46,589.16,170.03,141.27,15.44,141.7,86.37,297.36
2017-08-24 16:00:00,376.1,572.39,117.64,89.41,39.79,207.55,123.83,167.18,572.48,168.26,140.69,12.42,147.11,96.51,302.19
2017-08-24 17:00:00,422.62,560.41,118.15,78.11,34.99,185.7,116.19,169.34,558.99,160.46,136.21,12.43,141.08,90.71,293.01
2017-08-24 18:00:00,430.98,539.35,118.11,71.98,34.17,162.79,112.84,159.88,524.51,158.09,135.22,12.23,129.59,100.24,306.49
2017-08-24 19:00:00,431.08,499.74,129.2,70.98,36.56,98.33,115.06,147.83,504.9,153.35,126.73,12.26,126.09,107.82,316.0
2017-08-24 20:00:00,446.47,486.3,134.24,69.75,35.49,80.82,112.48,137.17,495.74,131.09,116.85,12.69,105.76,103.57,325.83
2017-08-24 21:00:00,466.2,500.62,129.13,65.82,35.23,80.6,89.73,142.01,499.43,119.64,118.24,14.12,78.74,104.47,331.43
2017-08-24 22:00:00,461.8,466.93,106.12,49.1,36.6,79.64,21.87,125.53,487.48,105.53,102.34,14.19,74.3,106.72,245.8
2017-08-24 23:00:00,437.15,438.64,68.34,42.5,37.51,80.11,21.83,111.44,470.42,101.2,97.57,10.13,69.68,99.22,140.9
2017-08-25 00:00:00,405.1,450.09,69.34,42.3,37.21,80.03,27.15,35.96,481.31,101.23,96.45,8.64,68.15,105.57,139.68
2017-08-25 01:00:00,369.32,445.26,68.43,41.92,34.28,80.12,23.03,36.47,469.14,101.56,95.63,9.31,68.91,87.24,144.38
2017-08-25 02:00:00,335.13,426.44,66.36,43.34,38.99,80.23,23.56,33.29,473.89,104.99,96.8,8.26,68.55,79.1,319.99
2017-08-25 03:00:00,322.97,446.77,66.82,41.64,37.15,79.24,23.37,33.62,475.94,108.03,99.44,7.7,68.52,79.61,366.23
2017-08-25 04:00:00,324.5,452.62,68.57,41.13,40.59,83.51,21.12,33.76,475.55,113.69,95.9,7.65,88.77,74.07,356.52
2017-08-25 05:00:00,326.13,418.63,87.88,48.39,39.39,132.86,21.17,93.92,467.75,118.69,114.12,11.8,91.65,74.48,353.55
2017-08-25 06:00:00,333.53,428.23,103.19,72.43,40.78,154.82,79.31,116.57,484.64,128.22,114.15,13.14,122.45,74.34,347.26
2017-08-25 07:00:00,329.95,465.86,100.63,79.34,49.7,161.55,106.91,109.74,495.15,131.09,115.34,12.75,123.16,69.72,347.38
2017-08-25 08:00:00,333.67,466.38,102.37,86.85,46.09,198.68,114.01,127.45,557.02,139.41,120.68,12.95,125.27,76.82,347.55
2017-08-25 09:00:00,337.87,503.09,106.37,91.28,44.83,207.45,118.57,141.82,586.67,152.92,123.21,14.62,136.99,75.98,321.94
2017-08-25 10:00:00,333.62,559.85,109.13,94.92,42.93,210.59,121.25,142.19,622.58,160.47,127.61,12.41,141.8,86.65,311.99
2017-08-25 11:00:00,336.5,563.57,113.55,94.17,43.4,207.2,121.85,155.98,596.04,164.94,131.32,12.29,141.21,90.46,303.03
2017-08-25 12:00:00,347.0,568.02,115.16,93.92,43.24,213.32,126.07,168.37,567.52,162.63,127.4,12.38,147.49,90.41,306.44
2017-08-25 13:00:00,358.38,557.84,115.1,93.62,40.04,212.89,125.01,160.56,588.9,160.54,125.74,14.43,154.55,94.65,312.97
2017-08-25 14:00:00,374.58,598.05,116.91,90.82,40.9,210.88,123.31,172.94,588.76,158.46,124.05,15.89,149.83,100.3,307.09
2017-08-25 15:00:00,418.87,534.79,118.44,83.78,39.29,210.21,120.38,168.04,594.37,149.72,123.76,16.08,150.75,111.34,295.7
2017-08-25 16:00:00,453.95,521.03,118.19,79.4,42.43,202.08,117.29,167.88,574.68,149.58,120.79,15.17,146.37,107.14,295.09
2017-08-25 17:00:00,462.77,515.66,119.67,70.53,31.77,173.81,112.35,153.75,543.99,139.85,124.37,12.66,139.24,105.26,298.75
2017-08-25 18:00:00,468.32,484.26,119.51,63.85,30.93,154.93,107.81,142.26,515.67,126.42,116.84,12.7,134.6,99.73,304.95
2017-08-25 19:00:00,440.82,479.4,126.75,61.92,33.47,96.45,110.6,153.0,495.04,109.51,113.99,12.5,129.35,97.96,323.84
2017-08-25 20:00:00,456.42,448.46,133.92,62.99,35.43,79.47,111.47,132.62,490.67,103.8,114.94,12.76,106.94,97.98,330.85
2017-08-25 21:00:00,438.28,462.25,134.54,62.93,32.39,80.59,90.1,126.01,487.41,105.13,111.84,14.3,75.31,98.42,334.77
2017-08-25 22:00:00,439.97,462.48,107.72,47.77,35.5,78.42,25.11,124.25,480.58,100.69,96.91,14.35,72.45,105.99,249.23
2017-08-25 23:00:00,414.27,462.06,70.54,41.95,34.12,77.89,23.17,101.18,479.88,97.64,88.83,10.26,70.04,98.86,137.22
2017-08-26 00:00:00,390.3,427.68,45.98,41.86,35.23,77.94,30.96,35.1,477.99,95.08,90.95,8.71,65.31,96.54,134.68
2017-08-26 01:00:00,372.13,439.52,45.94,43.17,36.61,77.43,22.79,35.22,475.01,95.39,86.91,7.6,64.0,85.85,143.26
2017-08-26 02:00:00,363.57,409.0,46.03,43.86,35.36,77.06,21.88,34.42,474.02,94.08,86.99,6.97,64.01,85.99,141.2
2017-08-26 03:00:00,344.13,418.19,46.11,41.52,38.16,76.92,22.33,34.98,480.08,91.66,82.53,6.91,64.41,79.51,139.92
2017-08-26 04:00:00,332.5,423.78,46.08,40.35,39.7,75.82,21.81,34.57,476.87,93.06,78.07,6.91,83.47,77.41,322.37
2017-08-26 05:00:00,332.73,425.0,46.04,40.58,37.74,74.52,20.99,98.25,484.6,98.56,96.08,11.15,83.11,76.36,367.89
2017-08-26 06:00:00,327.63,434.48,70.21,39.55,41.24,70.98,20.92,122.24,499.58,98.15,99.45,12.49,127.51,75.13,373.84
2017-08-26 07:00:00,324.72,433.3,78.12,41.67,32.76,68.46,78.98,112.1,495.46,95.16,99.48,12.32,115.77,71.19,359.74
2017-08-26 08:00:00,322.05,418.64,83.1,42.87,36.51,77.19,105.66,108.89,493.41,112.19,100.14,12.24,125.65,71.63,340.45
2017-08-26 09:00:00,311.78,435.43,107.68,49.44,30.96,107.05,106.89,113.51,507.56,117.24,101.51,12.12,128.44,79.45,302.04
2017-08-26 10:00:00,325.55,442.49,110.22,52.6,34.88,129.03,108.09,111.05,519.64,119.97,105.11,12.31,143.07,85.1,297.77
2017-08-26 11:00:00,384.0,452.73,111.68,53.58,29.65,125.1,107.74,132.43,512.94,122.26,108.63,12.25,150.32,89.52,296.75
2017-08-26 12:00:00,378.08,477.4,112.51,42.67,33.5,134.21,107.54,145.28,504.4,118.86,117.31,12.41,151.25,95.75,303.19
2017-08-26 13:00:00,370.03,456.34,113.77,39.31,29.73,143.38,105.56,145.65,509.23,112.05,121.37,12.7,143.99,97.04,301.42
